TCGA-B4-5834-01A-11D-1669-08	TCGA-BP-5195-01A-02D-1429-08	TCGA-AK-3455-01A-01D-0966-08	TCGA-B0-5703-01A-11D-1534-10	TCGA-B0-4700-01A-02D-1534-10	TCGA-BP-4973-01A-01D-1462-08	TCGA-B4-5836-01A-11D-1669-08	TCGA-B0-5695-01A-11D-1534-10	TCGA-BP-4989-01A-01D-1462-08	TCGA-B0-5108-01A-01D-1421-08	TCGA-CZ-5984-01A-11D-1669-08	TCGA-A3-3382-01A-01W-0886-08	TCGA-A3-3382-01A-01D-0966-08	TCGA-DV-5574-01A-01D-1534-10	TCGA-CJ-5683-01A-11D-1534-10	TCGA-CJ-4908-01A-01D-1429-08	TCGA-BP-4972-01A-01D-1462-08	TCGA-CZ-5469-01A-01D-1501-10	TCGA-A3-A8OV-01A-11D-A36X-10	TCGA-BP-4177-01A-02D-1421-08	TCGA-BP-5184-01A-01D-1429-08	TCGA-CZ-5989-01A-11D-1669-08	TCGA-B0-5109-01A-02D-1421-08	TCGA-B8-5552-01B-11D-1669-08	TCGA-B0-5402-01A-01D-1501-10	TCGA-CJ-4882-01A-02D-1429-08	TCGA-AK-3440-01A-01W-0886-08	TCGA-AK-3440-01A-01D-0966-08	TCGA-BP-5191-01A-01D-1429-08	TCGA-B2-4102-01A-02D-1386-10	TCGA-B0-5690-01A-11D-1534-10	TCGA-BP-5181-01A-01D-1429-08	TCGA-CZ-5465-01A-01D-1806-10	TCGA-B0-5712-01A-11D-1669-08	TCGA-B2-5633-01A-01D-A270-10	TCGA-B2-5633-01A-01D-1534-10	TCGA-B2-5633-01B-04D-A270-10	TCGA-BP-4995-01A-01D-1462-08	TCGA-BP-5169-01A-01D-1429-08	TCGA-CZ-5454-01A-01D-1501-10	TCGA-B0-5116-01A-02D-1421-08	TCGA-CZ-5463-01A-01D-1501-10	TCGA-BP-5185-01A-01D-1429-08	TCGA-DV-A4W0-05A-11D-A25V-10	TCGA-DV-A4W0-01A-11D-A25V-10	TCGA-B0-5705-01A-11D-1534-10	TCGA-B8-A7U6-01A-12D-A36X-10	TCGA-B8-5546-01A-01D-1534-10	TCGA-CZ-5470-01A-01D-1501-10	TCGA-BP-5196-01A-01D-1429-08	TCGA-BP-5007-01A-01D-1462-08	TCGA-B0-5699-01A-11D-1534-10	TCGA-B4-5843-01A-11D-1669-08	TCGA-A3-3316-01A-01D-0966-08	TCGA-B8-A54I-01A-21D-A33K-10	TCGA-BP-4960-01A-01D-1462-08	TCGA-CW-6097-01A-11D-1669-08	TCGA-MM-A563-01A-11D-A25V-10	TCGA-AK-3427-01A-01D-0966-08	TCGA-AK-3427-01A-01W-0886-08	TCGA-CZ-4859-01A-02D-1429-08	TCGA-A3-3308-01A-01W-0886-08	TCGA-A3-3308-01A-01D-0966-08	TCGA-CZ-5456-01A-01D-1501-10	TCGA-BP-5004-01A-01D-1462-08	TCGA-B0-4945-01A-01D-1421-08	TCGA-BP-5168-01A-01D-1421-08	TCGA-CZ-5460-01A-01D-1501-10	TCGA-CJ-4903-01A-01D-1429-08	TCGA-B0-5096-01A-01D-1421-08	TCGA-AK-3465-01A-01D-0966-08	TCGA-AK-3465-01A-01W-0886-08	TCGA-A3-3378-01A-01D-0966-08	TCGA-A3-3378-01A-01W-0886-08	TCGA-CJ-6028-01A-11D-1669-08	TCGA-BP-5010-01A-02D-1421-08	TCGA-BP-4976-01A-01D-1462-08	TCGA-CZ-5462-01A-01D-1501-10	TCGA-AK-3447-01A-01D-0966-08	TCGA-AK-3447-01A-01W-0886-08	TCGA-B0-5692-01A-11D-1534-10	TCGA-B0-4823-01A-02D-1421-08	TCGA-A3-A6NI-01A-11D-A33K-10	TCGA-BP-5009-01A-01D-1462-08	TCGA-B0-5698-01A-11D-1669-08	TCGA-3Z-A93Z-01A-11D-A36X-10	TCGA-A3-3322-01A-01W-0886-08	TCGA-A3-3322-01A-01D-0966-08	TCGA-DV-A4VX-01A-11D-A25V-10	TCGA-BP-5183-01A-01D-1429-08	TCGA-CJ-4902-01A-01D-1429-08	TCGA-BP-5190-01A-01D-1429-08	TCGA-DV-5565-01A-01D-1534-10	TCGA-BP-4982-01A-01D-1462-08	TCGA-CZ-5458-01A-01D-1501-10	TCGA-AK-3443-01A-01W-0886-08	TCGA-AK-3443-01A-01D-0966-08	TCGA-EU-5904-01A-11D-1669-08	TCGA-CW-6093-01A-11D-1669-08	TCGA-B0-5120-01A-01D-1421-08	TCGA-BP-4962-01A-01D-1462-08	TCGA-BP-5000-01A-01D-1462-08	TCGA-B0-4827-01A-02D-1421-08	TCGA-MM-A84U-01A-11D-A36X-10	TCGA-B0-5095-01A-01D-1421-08	TCGA-B8-A54K-01A-11D-A33K-10	TCGA-DV-5576-01A-01D-1534-10	TCGA-A3-3370-01A-02D-1421-08	TCGA-MM-A564-01A-11D-A25V-10	TCGA-G6-A8L7-01A-11D-A36X-10	TCGA-CJ-4901-01A-01D-1429-08	TCGA-BP-5192-01A-01D-1429-08	TCGA-G6-A8L8-01A-21D-A36X-10	TCGA-BP-4965-01A-01D-1462-08	TCGA-B8-5164-01A-01D-1421-08	TCGA-BP-4985-01A-01D-1462-08	TCGA-B8-A54J-01A-11D-A33K-10	TCGA-BP-4967-01A-01D-1462-08	TCGA-B0-4842-01A-02D-1421-08	TCGA-B4-5835-01A-11D-1669-08	TCGA-B0-5696-01A-11D-1534-10	TCGA-BP-4968-01A-01D-1462-08	TCGA-AK-3444-01A-01W-0886-08	TCGA-A3-3319-01A-01D-0966-08	TCGA-CJ-4923-01A-01D-1429-08	TCGA-BP-5175-01A-01D-1429-08	TCGA-CJ-4918-01A-01D-1429-08	TCGA-CJ-5681-01A-11D-1534-10	TCGA-CJ-5676-01A-11D-1534-10	TCGA-BP-5186-01A-01D-1429-08	TCGA-BP-5182-01A-01D-1429-08	TCGA-B0-5691-01A-11D-1534-10	TCGA-B0-5812-01A-11D-1669-08	TCGA-CZ-4865-01A-02D-1501-10	TCGA-CZ-5461-01A-01D-1501-10	TCGA-CJ-4907-01A-01D-1429-08	TCGA-B0-5706-01A-11D-1534-10	TCGA-B0-5098-01A-01D-1421-08	TCGA-G6-A5PC-01A-11D-A33K-10	TCGA-CJ-5679-01A-11D-1534-10	TCGA-B0-5081-01A-01D-1462-08	TCGA-CW-6090-01A-11D-1669-08	TCGA-A3-3320-01A-01W-0886-08	TCGA-A3-3320-01A-01D-0966-08	TCGA-BP-5201-01A-01D-1429-08	TCGA-CZ-5466-01A-01D-1501-10	TCGA-BP-5194-01A-02D-1429-08	TCGA-B8-A54E-01A-11D-A25V-10	TCGA-CJ-5680-01A-11D-1534-10	TCGA-A3-3367-01A-02D-1421-08	TCGA-B0-5083-01A-02D-1421-08	TCGA-CW-5588-01A-01D-1534-10	TCGA-B4-5832-01A-11D-1669-08	TCGA-CJ-5678-01A-11D-1534-10	TCGA-AS-3778-01A-01W-0886-08	TCGA-AS-3778-01A-01D-0966-08	TCGA-CZ-4853-01A-01D-1429-08	TCGA-CZ-5468-01A-01D-1501-10	TCGA-CZ-5986-01A-11D-1669-08	TCGA-B0-5711-01A-11D-1669-08	TCGA-A3-3346-01A-01W-0886-08	TCGA-B8-5549-01A-01D-1534-10	TCGA-A3-A6NJ-01A-12D-A33K-10	TCGA-A3-3387-01A-01D-1534-10	TCGA-B0-5100-01A-01D-1421-08	TCGA-B8-4153-01B-11D-1669-08	TCGA-CZ-5982-01A-11D-1669-08	TCGA-A3-3331-01A-01W-0886-08	TCGA-BP-4992-01A-01D-1462-08	TCGA-B2-5641-01A-01D-1534-10	TCGA-CJ-4912-01A-01D-1429-08	TCGA-B4-5844-01A-11D-1669-08	TCGA-B8-5159-01A-01D-1421-08	TCGA-DV-5567-01A-01D-1534-10	TCGA-B0-5117-01A-01D-1421-08	TCGA-B8-4151-01A-01D-1806-10	TCGA-B0-5709-01A-11D-1534-10	TCGA-BP-5173-01A-01D-1429-08	TCGA-DV-5573-01A-01D-1534-10	TCGA-B0-5713-01A-11D-1669-08	TCGA-B8-4146-01B-11D-1669-08	TCGA-BP-4977-01A-01D-1462-08	TCGA-BP-4986-01A-01D-1462-08	TCGA-BP-4981-01A-01D-1462-08	TCGA-B2-4101-01A-02D-1458-08	TCGA-B4-5377-01A-01D-1501-10	TCGA-BP-4961-01A-01D-1462-08	TCGA-CJ-5677-01A-11D-1534-10	TCGA-BP-5199-01A-01D-1429-08	TCGA-6D-AA2E-01A-11D-A36X-10	TCGA-B8-5162-01A-01D-1421-08	TCGA-B8-5163-01A-01D-1421-08	TCGA-B0-5092-01A-01D-1421-08	TCGA-BP-5001-01A-01D-1462-08	TCGA-B0-5697-01A-11D-1534-10	TCGA-BP-4971-01A-01D-1462-08	TCGA-AS-3777-01A-01D-0966-08	TCGA-B0-5106-01A-01D-1421-08	TCGA-B0-5084-01A-01D-1462-08	TCGA-CZ-5452-01A-01D-1501-10	TCGA-B8-A54G-01A-11D-A25V-10	TCGA-CJ-4904-01A-02D-1429-08	TCGA-CJ-5672-01A-11D-1534-10	TCGA-CJ-4913-01A-01D-1429-08	TCGA-CZ-5987-01A-11D-1669-08	TCGA-B2-A4SR-01A-11D-A25V-10	TCGA-B0-5104-01A-01D-1421-08	TCGA-AK-3453-01A-01W-0886-08	TCGA-DV-5569-01A-01D-1534-10	TCGA-B0-5119-01A-02D-1421-08	TCGA-DV-A4VZ-01A-11D-A25V-10	TCGA-A3-A8OW-01A-11D-A36X-10	TCGA-CJ-4900-01A-01D-1462-08	TCGA-CZ-5985-01A-11D-1669-08	TCGA-BP-4991-01A-01D-1462-08	TCGA-DV-5566-01A-01D-1534-10	TCGA-A3-A8OX-01A-11D-A36X-10	TCGA-CZ-5459-01A-01D-1501-10	TCGA-B0-5099-01A-01D-1421-08	TCGA-BP-4795-01A-02D-1421-08	TCGA-B8-5545-01A-01D-1669-08	TCGA-GK-A6C7-01A-11D-A33K-10	TCGA-B0-5088-01A-01D-1462-08	TCGA-BP-5174-01A-01D-1429-08	TCGA-B0-5097-01A-01D-1421-08	TCGA-B0-5077-01A-01D-1462-08	TCGA-CW-5585-01A-01D-1534-10	TCGA-A3-A6NN-01A-12D-A33K-10	TCGA-B8-5551-01A-01D-1534-10	TCGA-CJ-5686-01A-11D-1669-08	TCGA-CJ-4869-01A-02D-1429-08	TCGA-B0-5707-01A-11D-1534-10	TCGA-A3-3374-01A-01D-0966-08	TCGA-A3-3374-01A-01W-0886-08	TCGA-DV-5575-01A-01D-1534-10	TCGA-A3-3313-01A-01D-0966-08	TCGA-A3-3313-01A-01W-0886-08	TCGA-A3-3311-01A-01D-0966-08	TCGA-A3-3372-01A-01W-0886-08	TCGA-A3-3365-01A-01W-0886-08	TCGA-A3-3365-01A-01D-0966-08	TCGA-DV-5568-01A-01D-1534-10	TCGA-B8-4148-01A-02D-1386-10	TCGA-BP-5189-01A-02D-1429-08	TCGA-A3-3319-01A-01W-0886-08	TCGA-AK-3444-01A-01D-0966-08	TCGA-A3-3373-01A-02D-1421-08	TCGA-CW-5581-01A-02D-1534-10	TCGA-G6-A8L6-01A-11D-A36X-10	TCGA-EU-5907-01A-11D-1669-08	TCGA-A3-3326-01A-01D-0966-08	TCGA-BP-5170-01A-01D-1429-08	TCGA-B8-A54H-01A-11D-A33K-10	TCGA-B0-5113-01A-01D-1421-08	TCGA-CJ-6027-01A-11D-1669-08	TCGA-EU-5905-01A-11D-1669-08	TCGA-CJ-4916-01A-01D-1429-08	TCGA-B0-5075-01A-01D-1462-08	TCGA-B0-5115-01A-01D-1421-08	TCGA-A3-3383-01A-01W-0886-08	TCGA-CJ-5682-01A-11D-1534-10	TCGA-A3-3383-01A-01D-0966-08	TCGA-A3-3385-01A-02D-1421-08	TCGA-BP-4760-01A-02D-1421-08	TCGA-A3-3357-01A-02D-1421-08	TCGA-CJ-6033-01A-11D-1669-08	TCGA-B0-5700-01A-11D-1534-10	TCGA-A3-A6NL-01A-11D-A33K-10	TCGA-B8-A54F-01A-11D-A25V-10	TCGA-CZ-5453-01A-01D-1501-10	TCGA-CW-5589-01A-01D-1534-10	TCGA-B8-5550-01A-01D-1534-10	TCGA-B2-5635-01A-01D-1534-10	TCGA-B2-5635-01A-01D-A270-10	TCGA-BP-4998-01A-01D-1462-08	TCGA-B2-5635-01B-04D-A270-10	TCGA-BP-4983-01A-01D-1462-08	TCGA-B0-5085-01A-01D-1462-08	TCGA-B0-5400-01A-01D-1501-10	TCGA-A3-3363-01A-01W-0886-08	TCGA-A3-3363-01A-01D-0966-08	TCGA-B8-4621-01A-01D-1501-10	TCGA-EU-5906-01A-11D-1669-08	TCGA-CJ-6030-01A-11D-1669-08	TCGA-B0-5107-01A-01D-1421-08	TCGA-BP-4993-01A-02D-1421-08	TCGA-BP-5178-01A-01D-1429-08	TCGA-CW-5583-01A-02D-1534-10	TCGA-B4-5838-01A-11D-1669-08	TCGA-B0-5121-01A-02D-1421-08	TCGA-CJ-4920-01A-01D-1429-08	TCGA-B2-5639-01A-01D-1534-10	TCGA-CW-5587-01A-01D-1534-10	TCGA-CZ-5455-01A-01D-1501-10	TCGA-B0-5702-01A-11D-1534-10	TCGA-CZ-4864-01A-01D-1501-10	TCGA-B8-5553-01A-01D-1534-10	TCGA-CW-5580-01A-01D-1669-08	TCGA-A3-3346-01A-01D-0966-08	TCGA-CZ-4863-01A-01D-1501-10	TCGA-A3-3358-01A-01D-1534-10	TCGA-B0-5094-01A-01D-1421-08	TCGA-A3-3380-01A-01D-0966-08	TCGA-A3-3380-01A-01W-0886-08	TCGA-B0-5701-01A-11D-1534-10	TCGA-A3-3317-01A-01D-0966-08	TCGA-BP-5177-01A-01D-1429-08	TCGA-BP-5198-01A-01D-1429-08	TCGA-CJ-4899-01A-01D-1462-08	TCGA-B8-A54D-01A-21D-A25V-10	TCGA-BP-5176-01A-01D-1429-08	TCGA-BP-4782-01A-02D-1421-08	TCGA-CJ-5671-01A-11D-1534-10	TCGA-BP-4999-01A-01D-1462-08	TCGA-BP-4988-01A-01D-1462-08	TCGA-CZ-5451-01A-01D-1501-10	TCGA-CJ-5684-01A-11D-1534-10	TCGA-BP-4801-01A-02D-1421-08	TCGA-BP-4987-01A-01D-1462-08	TCGA-MW-A4EC-01A-11D-A25V-10	TCGA-BP-5008-01A-01D-1462-08	TCGA-B8-4622-01A-02D-1553-08	TCGA-BP-5006-01A-01D-1462-08	TCGA-A3-A8CQ-01A-11D-A36X-10	TCGA-BP-5202-01A-02D-1429-08	TCGA-B0-5710-01A-11D-1669-08	TCGA-CJ-6032-01A-11D-1669-08	TCGA-CW-6087-01A-11D-1669-08	TCGA-BP-4970-01A-01D-1462-08	TCGA-BP-4963-01A-01D-1462-08	TCGA-BP-4770-01A-01D-1501-10	TCGA-BP-5180-01A-01D-1429-08	TCGA-CJ-5675-01A-11D-1534-10	TCGA-BP-4974-01A-01D-1462-08	TCGA-B0-5693-01A-11D-1534-10	TCGA-BP-4964-01A-01D-1462-08	TCGA-B8-4143-01A-01D-1806-10	TCGA-T7-A92I-01A-11D-A36X-10	TCGA-AS-3777-01A-01W-0886-08	TCGA-A3-3323-01A-01D-0966-08	TCGA-CJ-5689-01A-11D-1534-10	TCGA-B8-5158-01A-01D-1421-08	TCGA-B2-5636-01A-02D-1534-10	TCGA-CZ-5457-01A-01D-1501-10	TCGA-CW-5591-01A-01D-1534-10	TCGA-BP-5200-01A-01D-1429-08	TCGA-BP-5187-01A-01D-1429-08	TCGA-CZ-5988-01A-11D-1669-08	TCGA-CJ-6031-01A-11D-1669-08	TCGA-B0-5110-01A-01D-1421-08	TCGA-A3-A8OU-01A-11D-A36X-10	TCGA-CZ-4856-01A-02D-1429-08	TCGA-AK-3453-01A-01D-0966-08	TCGA-B8-5165-01A-01D-1421-08	TCGA-CJ-4905-01A-02D-1429-08	TCGA-A3-3376-01A-02D-1421-08	TCGA-B8-A8YJ-01A-13D-A38X-10
PMS2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VHL	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0
PBRM1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0
PTEN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM5C	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETD2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
