groups	p-value
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'PGR', 'SPOP', 'RNF43', 'ARID5B', 'CHD4']	1.0
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'PGR', 'PTCH1', 'FBXW7', 'ARID5B']	0.9999999999874881
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'ZBTB20', 'FBXW7', 'SPOP', 'FGFR2']	0.9999999999999766
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'USP9X', 'SOX17']	0.9665014845823774
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'SPOP', 'MTOR']	0.9999999985510216
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'SPOP', 'PDS5B', 'FBXW7']	0.9999999999999029
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'SPOP', 'PDS5B', 'SOX17']	0.9999999999924674
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'SPOP', 'NF1']	0.9999999999095596
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'SPOP', 'FGFR2', 'PIK3CA', 'EP300']	0.9999999999999994
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'SPOP', 'FGFR2', 'PIK3CA', 'MED12', 'FBXW7']	0.999999999999996
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'SPOP', 'FGFR2', 'PIK3CA', 'CHD4']	1.0
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'SPOP', 'FGFR2', 'SOX17', 'ARID5B']	1.0
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'SPOP', 'FGFR2', 'ARID5B', 'FBXW7']	0.9999999999999979
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'SPOP', 'FGFR2', 'ARID5B', 'CHD4']	0.9999999999999982
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'SPOP', 'ARHGAP35']	0.9999999999988003
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'CACNA1A', 'SOX17']	0.999998985562799
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'FLT3']	0.99997294273876
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'DMD', 'PIK3CA']	1.0
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'DMD', 'SOX17']	0.9999999978322485
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'MAP3K1', 'SOX17']	0.9999999964647727
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'RNF43', 'APC', 'SOX17']	0.9999972355179314
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'CARD11', 'SPOP', 'SOX17']	0.9969565882011233
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'INPPL1', 'SPOP', 'CHD4', 'FGFR2', 'PIK3CA']	0.9999999999999966
['PPP2R1A', 'KRAS', 'CTNNB1', 'PIK3R1', 'INPPL1', 'SPOP', 'CHD4', 'FGFR2', 'ARID5B']	1.0
['PPP2R1A', 'KRAS', 'CTNNB1', 'SOS1', 'RPL22']	0.0009758688767760988
['PPP2R1A', 'KRAS', 'CTNNB1', 'LZTR1', 'FBXW7', 'PGR']	0.007000842114658495
['PPP2R1A', 'KRAS', 'CTNNB1', 'LZTR1', 'FBXW7', 'RPL22']	0.7763189237314804
['PPP2R1A', 'KRAS', 'CTNNB1', 'NSD1', 'SPOP', 'FBXW7']	0.44319019625973616
['PPP2R1A', 'KRAS', 'CTNNB1', 'NSD1', 'SPOP', 'SOX17']	0.04529632955098562
['PPP2R1A', 'KRAS', 'CTNNB1', 'EPHA2', 'SPOP', 'PGR']	0.005183490025974357
['PPP2R1A', 'KRAS', 'CTNNB1', 'EPHA2', 'SPOP', 'FGFR2']	0.09873435460643429
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'MSH3', 'RNF43']	0.9673004850056932
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'MTOR']	0.9883787953146529
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'FGFR2', 'ERBB3', 'FBXW7']	0.9999999999999449
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'FGFR2', 'MGA']	0.9999950393544088
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'FGFR2', 'CHD4']	0.9999995431900948
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'RB1']	0.9917157967549463
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'ERBB2']	0.981788178364149
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'ARHGAP35']	0.9989205886606083
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'PGR', 'FBXW7', 'NOTCH1']	0.9944367010628303
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'PGR', 'FBXW7', 'RNF43']	0.9999630339824017
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'PGR', 'CHD4', 'RNF43']	0.9999985460735291
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'KMT2B', 'FBXW7']	0.9999083438457211
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'NOTCH1', 'FBXW7', 'FGFR2']	0.99817885931521
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RNF43', 'MTOR']	0.9958907570201793
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RNF43', 'FGFR2', 'FBXW7']	0.9999980211733369
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RNF43', 'FGFR2', 'CHD4']	0.9999994176315965
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RNF43', 'ARHGAP35']	0.9997345391144702
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'SMARCA4', 'FBXW7']	0.19759055968344086
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'PGR', 'FBXW7']	0.5584579919809329
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'PGR', 'CHD4']	0.6990530702440806
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'FGFR2', 'FBXW7']	0.7603201869696695
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'FGFR2', 'CHD4']	0.8238061359714517
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'FGFR2', 'ZMYM3']	0.7487596760690426
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'RB1']	0.0135078991491039
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'ERBB2']	0.002628990845248117
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'ARHGAP35']	0.0954765959423271
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'CREBBP', 'RPL22']	0.710743885859395
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'ZMYM3', 'RPL22', 'FGFR2']	0.9812004824942913
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'PTPRD', 'RPL22']	0.522462367624534
['PPP2R1A', 'KRAS', 'CTNNB1', 'NFE2L2', 'NCOR1']	2.1695201487718676e-05
['PPP2R1A', 'KRAS', 'CTNNB1', 'TSC2', 'FBXW7', 'SPOP']	0.20970834191554574
['PPP2R1A', 'KRAS', 'CTNNB1', 'ATR', 'SPOP']	1.568547878032789e-05
['PPP2R1A', 'KRAS', 'CTNNB1', 'SIN3A', 'FGFR2', 'CCND1']	0.0820139556207433
['PPP2R1A', 'KRAS', 'CTNNB1', 'SIN3A', 'FGFR2', 'SPOP', 'RNF43']	0.9993350552296413
['PPP2R1A', 'KRAS', 'CTNNB1', 'KDM5C', 'PGR', 'SPOP']	0.007711471978466285
['PPP2R1A', 'KRAS', 'CTNNB1', 'AMER1', 'RPL22']	0.0019701594706781813
['PPP2R1A', 'KRAS', 'CTNNB1', 'ARID2', 'RPL22']	0.004063725205606229
['PPP2R1A', 'KRAS', 'CTNNB1', 'ARID2', 'RNF43']	0.007350590313225766
['PPP2R1A', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'PGR', 'FBXW7']	0.9529434918692774
['PPP2R1A', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'PGR', 'SOX17']	0.607092863755492
['PPP2R1A', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'PGR', 'CHD4']	0.9589787656594412
['PPP2R1A', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'FGFR2', 'PIK3CA', 'FBXW7']	0.9999999999999984
['PPP2R1A', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'FGFR2', 'PIK3CA', 'CHD4']	1.0
['PPP2R1A', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'FGFR2', 'SOX17']	0.9310520541506333
['PPP2R1A', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'ERBB2']	0.07352033051215962
['PPP2R1A', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'ARHGAP35']	0.6446904217527715
['PPP2R1A', 'KRAS', 'CTNNB1', 'CHD8', 'PIK3CA']	0.996792663003187
['PPP2R1A', 'KRAS', 'CTNNB1', 'CHD8', 'SOX17']	2.9084066491792545e-09
['PPP2R1A', 'KRAS', 'CTNNB1', 'NOTCH2', 'RPL22', 'SPOP']	0.3141612879462765
['PPP2R1A', 'KRAS', 'CTNNB1', 'ALK', 'RPL22', 'SOX17']	0.028493319685330185
['PPP2R1A', 'KRAS', 'CTNNB1', 'RASA1', 'RPL22', 'CTCF']	0.9987184943786713
['PPP2R1A', 'KRAS', 'CTNNB1', 'RASA1', 'RPL22', 'SOX17']	0.025150494782356824
['PPP2R1A', 'KRAS', 'CTNNB1', 'KMT2A', 'SPOP']	0.0014242732074677869
['PPP2R1A', 'KRAS', 'PDGFRA', 'RPL22']	0.0014443791108204403
['PPP2R1A', 'KRAS', 'DIAPH2', 'RPL22']	0.007065297870176358
['PPP2R1A', 'KRAS', 'DIAPH2', 'RNF43']	0.014132388508802487
['PPP2R1A', 'KRAS', 'MAP3K4', 'SOX17']	3.911969701362207e-07
['PPP2R1A', 'KRAS', 'SETD2', 'PIK3R1']	0.0027563734737124724
['PPP2R1A', 'KRAS', 'CSDE1']	1.9425039701138934e-10
['PPP2R1A', 'KRAS', 'CUL3', 'SOX17', 'RPL22']	0.022240782344124018
['PPP2R1A', 'KRAS', 'CUL3', 'SOX17', 'RNF43']	0.05967593526515963
['PPP2R1A', 'KRAS', 'STAG2', 'SOX17', 'CCND1']	6.692735962757432e-05
['PPP2R1A', 'KRAS', 'STAG2', 'SOX17', 'RPL22']	0.043261389298570985
['PPP2R1A', 'KRAS', 'STAG2', 'SOX17', 'RNF43']	0.02014955516005404
['PPP2R1A', 'KRAS', 'ACVR1B', 'PGR', 'SPOP']	1.6765096561063924e-07
['PPP2R1A', 'KRAS', 'SPTA1', 'PIK3R1', 'FBXW7', 'CCND1']	0.5104144870929923
['PPP2R1A', 'KRAS', 'SPTA1', 'PIK3R1', 'FBXW7', 'RPL22']	0.9656035011260553
['PPP2R1A', 'KRAS', 'PIK3CB', 'PIK3R1', 'RPL22']	0.5918419193730059
['PPP2R1A', 'KRAS', 'NUP133', 'RNF43']	0.0010518696136787454
['PPP2R1A', 'KRAS', 'PTPRC', 'RPL22']	0.0032395759884726277
['PPP2R1A', 'KRAS', 'RPS6KA3', 'NFE2L2', 'RPL22']	0.2964722022919321
['PPP2R1A', 'KRAS', 'DICER1', 'PIK3R1', 'CCND1']	0.027453618301368915
['PPP2R1A', 'KRAS', 'DICER1', 'PIK3R1', 'RPL22']	0.8776131556466736
['PPP2R1A', 'KRAS', 'DICER1', 'PIK3R1', 'RNF43']	0.9072117955152776
['PPP2R1A', 'KRAS', 'RFC1', 'PIK3R1', 'SOX17', 'RPL22']	0.8719690534519736
['PPP2R1A', 'KRAS', 'RFC1', 'PIK3R1', 'SOX17', 'RNF43']	0.8999238609929884
['PPP2R1A', 'KRAS', 'AKT1', 'PIK3R1', 'FBXW7', 'CCND1', 'FGFR2', 'ARID5B']	0.9999997353970711
['PPP2R1A', 'KRAS', 'AKT1', 'PIK3R1', 'FBXW7', 'RPL22', 'CTCF']	0.9999891738890603
['PPP2R1A', 'KRAS', 'AKT1', 'PIK3R1', 'FBXW7', 'RPL22', 'FGFR2', 'ARID5B']	0.9999999948814765
['PPP2R1A', 'KRAS', 'AKT1', 'PIK3R1', 'MSH3']	0.07550368022271722
['PPP2R1A', 'KRAS', 'AKT1', 'EPHA2', 'FGFR2']	8.78997444422441e-06
['PPP2R1A', 'KRAS', 'AKT1', 'JAK1', 'FBXW7', 'FGFR2']	0.6191082168766203
['PPP2R1A', 'KRAS', 'DDX3X', 'CCND1', 'FGFR2']	0.00011915824288997517
['PPP2R1A', 'TBL1XR1', 'SOX17', 'RPL22']	1.2933275820756824e-07
['PPP2R1A', 'TBL1XR1', 'SOX17', 'RNF43']	3.9505873568661256e-14
['PPP2R1A', 'ARID1A', 'PIK3R1', 'SPOP', 'FBXW7']	0.80022529271308
['PPP2R1A', 'ARID1A', 'PIK3R1', 'SPOP', 'ARHGAP35']	0.8595228987957764
['PPP2R1A', 'AR', 'PIK3R1', 'CTNNB1', 'RPL22', 'ARID5B']	0.9899205240319311
['PPP2R1A', 'CNBD1', 'RPL22']	2.5999436390210823e-09
['PPP2R1A', 'CHEK2', 'RNF43', 'SOX17']	2.968936025576472e-12
['PPP2R1A', 'CDH1', 'NFE2L2', 'SPOP']	9.472474861268068e-08
['NF2', 'KRAS', 'RPL22']	0.00037671180784324006
['ZFP36L2', 'PIK3R1', 'FBXW7']	1.0883264091801038e-14
['DACH1', 'RPL22']	0.00017457652857424095
['FGFR3', 'KRAS']	4.361481063327268e-05
['ATXN3', 'RPL22']	0.0007712170227199459
['TP53', 'IRF6']	0.0003436216522214978
['TP53', 'GNA13']	3.490873043918663e-05
['TP53', 'CNBD1', 'RPL22']	9.76580126277839e-22
['TP53', 'CDH1', 'NFE2L2', 'SPOP']	1.8810663940299055e-06
['TP53', 'SMAD2', 'SPOP', 'PGR']	2.3678902983356474e-07
['TP53', 'SMAD2', 'SPOP', 'RPL22']	3.576567789300291e-11
['TP53', 'PTEN', 'FBXW7', 'SPOP']	0.002667368200101501
['TP53', 'SOX9', 'PGR']	4.393209732116532e-08
['TP53', 'KRAS', 'SF3B1', 'RPL22']	1.967652902248182e-09
['TP53', 'KRAS', 'RET']	6.112712941033226e-23
['TP53', 'KRAS', 'MECOM', 'SPOP']	2.7560930456606823e-09
['TP53', 'KRAS', 'CUL1']	1.380700043150149e-21
['TP53', 'KRAS', 'SMC3', 'RPL22']	3.167722716653994e-10
['TP53', 'KRAS', 'TGIF1']	6.668682267936175e-30
['TP53', 'KRAS', 'FUBP1', 'SPOP', 'NFE2L2']	1.186474058760457e-05
['TP53', 'KRAS', 'FUBP1', 'SPOP', 'SOX17', 'ARID5B']	0.04705275625688446
['TP53', 'KRAS', 'FUBP1', 'ABL1']	1.0485838189138714e-11
['TP53', 'KRAS', 'RBM10', 'RPL22']	2.6702024143049204e-10
['TP53', 'KRAS', 'PSIP1', 'RPL22']	1.579646197274951e-12
['TP53', 'KRAS', 'SMARCA1', 'NFE2L2', 'CCND1']	1.4873190095640285e-08
['TP53', 'KRAS', 'SMARCA1', 'NFE2L2', 'SPOP', 'RPL22']	0.45498658763943867
['TP53', 'KRAS', 'SMARCA1', 'NFE2L2', 'SPOP', 'RNF43']	0.43859294619152395
['TP53', 'KRAS', 'IDH2']	1.0452469141451784e-21
['TP53', 'KRAS', 'ASXL2', 'SOX17', 'RPL22']	2.493908310663459e-05
['TP53', 'KRAS', 'ASXL2', 'SOX17', 'RNF43']	8.275226095525966e-06
['TP53', 'KRAS', 'ESR1', 'RPL22']	1.0808563010072574e-14
['TP53', 'KRAS', 'ESR1', 'RNF43']	7.716068927999313e-11
['TP53', 'KRAS', 'EZH2', 'RPL22']	4.591757665559157e-10
['TP53', 'KRAS', 'KEAP1', 'PGR']	3.592999045475782e-15
['TP53', 'KRAS', 'ACVR1', 'PTPRD']	1.4976476783959734e-14
['TP53', 'KRAS', 'ACVR1', 'PHF6']	1.3225411645635565e-18
['TP53', 'KRAS', 'ACVR1', 'POLRMT']	8.726242861623409e-19
['TP53', 'KRAS', 'ACVR1', 'MEN1']	4.926451251448935e-20
['TP53', 'KRAS', 'ACVR1', 'ARID5B', 'CHD4', 'CCND1', 'INPPL1']	0.3552974196057837
['TP53', 'KRAS', 'ACVR1', 'ARID5B', 'CHD4', 'SPOP', 'RNF43']	0.9998586633849061
['TP53', 'KRAS', 'ACVR1', 'ARID5B', 'CHD4', 'SPOP', 'INPPL1']	0.5978928465666333
['TP53', 'KRAS', 'ACVR1', 'ARID5B', 'AKT1', 'CCND1']	0.00017633368321795748
['TP53', 'KRAS', 'ACVR1', 'SPTA1', 'CCND1']	1.3624466349131853e-10
['TP53', 'KRAS', 'ACVR1', 'EEF2', 'SPOP']	5.668080183558057e-07
['TP53', 'KRAS', 'ACVR1', 'SMARCA4']	1.1409939698573702e-14
['TP53', 'KRAS', 'ACVR1', 'PBRM1']	3.940799468709265e-20
['TP53', 'KRAS', 'ACVR1', 'PMS2']	1.2057648711172484e-19
['TP53', 'KRAS', 'ACVR1', 'RASA1']	3.141812091016459e-16
['TP53', 'KRAS', 'ACVR1', 'MAP3K1', 'RNF43']	0.00028113072179247446
['TP53', 'KRAS', 'ACVR1', 'AXIN1']	3.561985768593854e-18
['TP53', 'KRAS', 'ACVR1', 'SOS1']	2.05668155103598e-17
['TP53', 'KRAS', 'ACVR1', 'MLH1', 'CCND1']	7.963173311937037e-11
['TP53', 'KRAS', 'ACVR1', 'MLH1', 'SPOP']	1.8195490545446075e-08
['TP53', 'KRAS', 'MYH9', 'RPL22']	7.744602561141687e-10
['TP53', 'KRAS', 'CTNNB1', 'CASP8', 'NFE2L2', 'CCND1']	4.485099617017539e-08
['TP53', 'KRAS', 'CTNNB1', 'CASP8', 'NFE2L2', 'RPL22']	0.0004547321702163209
['TP53', 'KRAS', 'CTNNB1', 'PIK3CG', 'RPL22']	7.50117428962623e-08
['TP53', 'KRAS', 'CTNNB1', 'BRAF', 'FGFR2', 'RPL22']	0.0038357622094333838
['TP53', 'KRAS', 'CTNNB1', 'BRAF', 'FGFR2', 'RNF43']	0.011522252070764643
['TP53', 'KRAS', 'CTNNB1', 'SF1', 'RPL22']	1.1354304361138198e-13
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SMC1A', 'FBXW7', 'ARID5B', 'CCND1']	0.9999999999999988
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SMC1A', 'FBXW7', 'ARID5B', 'RPL22']	0.9999999999999999
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'ERBB4', 'CCND1']	0.9721374371134309
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'ERBB4', 'RPL22']	0.9999332418691199
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'FLT3', 'RPL22']	0.998473167774133
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'FLT3', 'RNF43']	0.9975341803716274
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'DMD', 'PIK3CA', 'RPL22']	0.9999999999999997
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'DMD', 'PIK3CA', 'RNF43']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'DMD', 'SOX17', 'RPL22']	0.9999999589088023
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'DMD', 'SOX17', 'RNF43']	0.9999999973809903
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'APC', 'SOX17', 'RPL22']	0.9999891843542166
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'APC', 'SOX17', 'RNF43']	0.9999975342527089
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'ZMYM3', 'FGFR2', 'CCND1']	0.9999999999875759
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'ZMYM3', 'FGFR2', 'RPL22']	0.9999999999999797
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'KIF1A', 'FBXW7', 'RPL22']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'MSH3', 'RNF43', 'SOX17']	0.9999999999987186
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'KANSL1']	0.9999062667753833
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'ARHGAP35', 'CTCF', 'RPL22']	0.999999999999996
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'ARHGAP35', 'RNF43']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'MTOR', 'RPL22']	0.9999999961697575
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'MTOR', 'RNF43']	0.9999999999958433
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'MTOR', 'ACVR2A']	0.9999999972443653
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'CTCF', 'PIK3CA', 'FAT1']	0.9999999999999987
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'CTCF', 'PIK3CA', 'RPL22', 'ZMYM2']	0.9999999999999983
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'CTCF', 'PIK3CA', 'ACVR2A']	0.9999999999999994
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'CTCF', 'PIK3CA', 'BCOR']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'CTCF', 'PGR']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'KMT2B']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'PGR', 'PLXNB2']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'PGR', 'CIC']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'PGR', 'ARID5B', 'NOTCH1']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'PGR', 'ARID5B', 'RNF43']	0.9999999999999944
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'PDS5B', 'RPL22']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'PDS5B', 'RNF43']	0.9999999999999963
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'KMT2C', 'RPL22']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'ERBB3', 'RPL22']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'CIC']	0.9999999999999998
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'ARID5B', 'RNF43']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'ARID5B', 'NOTCH1']	0.9999999999999953
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'ARID5B', 'RPL22']	0.9999999999999971
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'ARID5B', 'ACVR2A', 'INPPL1']	0.9999999999999982
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'PIK3CA', 'RPL22', 'MED12']	0.999999999999998
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'PIK3CA', 'ACVR2A', 'INPPL1']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'PIK3CA', 'RNF43', 'FAT1']	0.999999999999997
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'PIK3CA', 'RNF43', 'MED12']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'PIK3CA', 'BCOR']	0.9999999999999953
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'ZBTB20']	0.9999999999999993
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'PLXNB2', 'RPL22']	0.9999999999999972
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'PLXNB2', 'ACVR2A']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'FGFR2', 'CHD3']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'HUWE1']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'FBXW7', 'ZFHX3']	0.9999999999999918
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'KMT2D', 'PIK3CA', 'CTCF']	0.9999999999999992
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'KMT2D', 'SOX17']	0.9999999999998747
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'ATM']	0.9999946152878281
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'TAF1', 'RPL22']	0.9999999999998938
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'ERBB2', 'RPL22']	0.999999999896488
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'ERBB2', 'ACVR2A']	0.9999999840328245
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'EEF2', 'PGR']	0.999925557424662
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'MACF1', 'PIK3CA']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'MACF1', 'SOX17']	0.9999988399077048
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'CHD4', 'PIK3CA', 'CTCF', 'RPL22']	0.9999999999999999
